1753258263678,113
1753258263677,115
1753258263679,113
1753258263678,114
1753258263678,114
1753258263680,112
1753258263677,117
1753258263681,114
1753258263680,116
1753258263680,119
1753258263794,79
1753258263795,80
1753258263797,80
1753258263798,79
1753258263796,81
1753258263797,80
1753258263796,82
1753258263800,79
1753258263798,81
1753258263802,77
1753258263880,105
1753258263879,106
1753258263877,108
1753258263881,105
1753258263882,105
1753258263882,106
1753258263883,106
1753258263883,106
1753258263881,108
1753258263883,107
1753258263988,78
1753258263989,77
1753258263989,79
1753258263990,79
1753258263991,78
1753258263991,80
1753258263993,79
1753258263992,80
1753258263993,80
1753258263993,81
1753258264073,103
1753258264070,107
1753258264071,106
1753258264070,108
1753258264072,106
1753258264076,102
1753258264078,102
1753258264075,105
1753258264076,106
1753258264077,105
1753258264179,78
1753258264182,75
1753258264181,76
1753258264182,76
1753258264185,73
1753258264186,72
1753258264180,79
1753258264183,78
1753258264184,79
1753258264181,83
1753258264262,99
1753258264263,98
1753258264260,102
1753258264262,101
1753258264261,103
1753258264261,105
1753258264267,99
1753258264263,103
1753258264266,101
1753258264264,103
1753258264365,114
1753258264364,116
1753258264369,112
1753258264366,115
1753258264365,116
1753258264370,112
1753258264370,113
1753258264371,112
1753258264369,115
1753258264367,117
1753258264484,74
1753258264483,77
1753258264486,74
1753258264484,77
1753258264487,75
1753258264483,80
1753258264486,78
1753258264487,77
1753258264485,79
1753258264485,80
1753258264564,120
1753258264566,120
1753258264566,121
1753258264562,125
1753258264567,120
1753258264563,124
1753258264565,123
1753258264568,121
1753258264568,122
1753258264568,123
1753258264690,128
1753258264691,127
1753258264688,130
1753258264694,125
1753258264691,129
1753258264692,128
1753258264692,128
1753258264695,126
1753258264692,129
1753258264693,129
1753258264822,114
1753258264821,116
1753258264823,115
1753258264825,113
1753258264822,116
1753258264823,116
1753258264823,116
1753258264824,117
1753258264825,116
1753258264824,117
1753258264941,129
1753258264944,127
1753258264940,131
1753258264941,130
1753258264941,131
1753258264943,129
1753258264943,129
1753258264945,127
1753258264943,131
1753258264945,129
1753258265077,75
1753258265073,79
1753258265077,77
1753258265074,80
1753258265075,79
1753258265075,79
1753258265075,79
1753258265078,76
1753258265076,78
1753258265077,80
1753258265155,121
1753258265158,119
1753258265157,121
1753258265157,122
1753258265159,121
1753258265159,122
1753258265161,120
1753258265161,120
1753258265158,123
1753258265156,125
1753258265282,77
1753258265281,79
1753258265283,78
1753258265285,77
1753258265279,83
1753258265285,78
1753258265286,77
1753258265286,78
1753258265283,83
1753258265284,83
1753258265363,116
1753258265366,116
1753258265364,119
1753258265367,116
1753258265367,116
1753258265370,115
1753258265369,117
1753258265365,121
1753258265366,121
1753258265363,123
1753258265487,75
1753258265489,73
1753258265487,75
1753258265486,76
1753258265490,74
1753258265487,77
1753258265482,83
1753258265491,78
1753258265490,79
1753258265490,79
1753258265567,77
1753258265566,78
1753258265565,80
1753258265566,79
1753258265568,78
1753258265568,78
1753258265569,77
1753258265573,75
1753258265573,76
1753258265572,78
1753258265648,80
1753258265648,81
1753258265649,82
1753258265649,82
1753258265653,80
1753258265648,85
1753258265650,84
1753258265651,83
1753258265649,86
1753258265653,82
1753258265733,127
1753258265732,129
1753258265737,126
1753258265734,129
1753258265736,127
1753258265739,127
1753258265735,133
1753258265738,130
1753258265739,130
1753258265736,134
1753258265865,77
1753258265866,76
1753258265866,77
1753258265867,77
1753258265872,73
1753258265872,73
1753258265873,73
1753258265868,78
1753258265869,78
1753258265871,78
1753258265946,108
1753258265946,108
1753258265948,107
1753258265948,107
1753258265947,111
1753258265950,109
1753258265948,111
1753258265951,108
1753258265952,107
1753258265950,110
1753258266059,127
1753258266059,128
1753258266063,124
1753258266060,127
1753258266061,127
1753258266062,127
1753258266059,130
1753258266064,125
1753258266064,126
