1753271771457,120
1753271771458,119
1753271771459,118
1753271771461,116
1753271771457,121
1753271771458,120
1753271771460,118
1753271771460,118
1753271771462,116
1753271771460,118
1753271771585,108
1753271771582,112
1753271771583,111
1753271771581,114
1753271771582,113
1753271771583,112
1753271771584,111
1753271771580,116
1753271771584,112
1753271771582,115
1753271771700,113
1753271771697,116
1753271771697,117
1753271771699,115
1753271771697,118
1753271771700,115
1753271771701,114
1753271771699,116
1753271771700,116
1753271771698,119
1753271771817,120
1753271771819,118
1753271771820,119
1753271771818,121
1753271771817,123
1753271771818,122
1753271771817,123
1753271771820,122
1753271771820,122
1753271771821,122
1753271771941,76
1753271771944,73
1753271771943,75
1753271771943,75
1753271771942,76
1753271771941,78
1753271771944,75
1753271771945,75
1753271771946,75
1753271771946,76
1753271772021,72
1753271772022,74
1753271772023,73
1753271772021,77
1753271772023,75
1753271772025,74
1753271772024,75
1753271772026,75
1753271772027,74
1753271772026,81
1753271772097,126
1753271772099,126
1753271772103,122
1753271772102,123
1753271772102,123
1753271772100,126
1753271772102,124
1753271772110,118
1753271772104,124
1753271772104,126
1753271772227,104
1753271772228,104
1753271772229,104
1753271772229,104
1753271772234,101
1753271772230,105
1753271772231,105
1753271772230,107
1753271772230,107
1753271772232,105
1753271772337,73
1753271772336,74
1753271772335,78
1753271772337,78
1753271772341,78
1753271772340,79
1753271772339,81
1753271772339,81
1753271772340,80
1753271772338,82
1753271772418,74
1753271772417,77
1753271772425,70
1753271772418,79
1753271772424,73
1753271772418,80
1753271772423,75
1753271772423,75
1753271772423,75
1753271772424,78
1753271772496,75
1753271772501,71
1753271772498,74
1753271772499,75
1753271772501,74
1753271772500,75
1753271772502,77
1753271772503,76
1753271772501,79
1753271772505,76
1753271772578,123
1753271772575,126
1753271772583,119
1753271772579,123
1753271772576,126
1753271772582,121
1753271772583,120
1753271772577,126
1753271772576,128
1753271772582,122
1753271772706,75
1753271772707,75
1753271772706,76
1753271772709,74
1753271772704,79
1753271772708,76
1753271772704,80
1753271772707,77
1753271772707,78
1753271772709,76
1753271772789,75
1753271772789,77
1753271772787,79
1753271772786,81
1753271772789,79
1753271772787,81
1753271772787,81
1753271772786,82
1753271772785,83
1753271772788,81
1753271772868,113
1753271772870,113
1753271772872,112
1753271772872,115
1753271772870,118
1753271772872,116
1753271772872,116
1753271772870,120
1753271772871,119
1753271772873,118
1753271772990,72
1753271772986,78
1753271772984,80
1753271772988,76
1753271772991,74
