0.000,140208,1,4096,8430706688,0.055,4096
24.549,115,1,4096,12221337600,140.297,4096
24.854,119,1,4096,11828121600,140.414,4096
0.394,140096,1,4096,12641648640,0.451,4096
25.175,19,1,4096,12580925440,140.535,4096
25.455,116,1,4096,9644302336,140.554,4096
25.938,118,1,4096,10515058688,140.556,4096
26.210,19,1,4096,12675936256,140.673,4096
26.543,119,1,4096,10274684928,140.678,4096
27.045,114,1,4096,9809244160,140.695,4096
27.617,20,1,4096,12584386560,140.811,4096
27.341,115,1,4096,11998203904,140.799,4096
27.947,121,1,4096,9578901504,140.833,4096
0.705,140193,1,4096,8574853120,0.761,4096
83.304,114,1,4096,9644863488,140.916,4096
83.678,115,1,4096,10548752384,140.960,4096
84.909,116,1,4096,12017262592,140.971,4096
85.288,118,1,4096,9933119488,141.032,4096
85.653,119,1,4096,9606033408,141.077,4096
85.947,114,1,4096,10011832320,141.090,4096
88.752,19,1,4096,12746592256,141.207,4096
86.340,114,1,4096,8588619776,141.154,4096
1.026,140193,1,4096,8574857216,1.089,4096
88.472,120,1,4096,10342584320,141.198,4096
89.145,120,1,4096,12111560704,141.228,4096
89.409,115,1,4096,10574884864,141.270,4096
89.792,120,1,4096,9393496064,141.288,4096
91.974,20,1,4096,12857503744,141.411,4096
1.280,140098,1,4096,12739207168,1.338,4096
90.154,118,1,4096,8512864256,141.321,4096
90.561,115,1,4096,9398255616,141.350,4096
90.937,118,1,4096,9398259712,141.387,4096
92.828,114,1,4096,10668498944,141.433,4096
93.140,116,1,4096,11564478464,141.446,4096
93.457,116,1,4096,11757662208,141.453,4096
94.151,115,1,4096,10179833856,141.507,4096
93.788,175,1,4096,10231136256,141.467,4096
94.838,118,1,4096,12491694080,141.566,4096
95.183,120,1,4096,11919007744,141.571,4096
94.469,178,1,4096,12345389056,141.550,4096
95.750,114,1,4096,10002190336,141.624,4096
96.000,116,1,4096,12614082560,141.644,4096
96.396,117,1,4096,11772473344,141.687,4096
96.700,116,1,4096,12040372224,141.694,4096
99.462,22,1,4096,12766433280,141.806,4096
97.295,115,1,4096,9400995840,141.740,4096
99.068,114,1,4096,9400999936,141.762,4096
97.026,160,1,4096,8577241088,141.730,4096
99.849,115,1,4096,10014912512,141.812,4096
1.671,140202,1,4096,8428670976,1.728,4096
100.315,139,1,4096,11612872704,141.831,4096
100.584,115,1,4096,8502169600,141.857,4096
