0.000,150215,1,4096,8430706688,0.053,4096
24.549,123,1,4096,12221337600,150.311,4096
24.854,126,1,4096,11828121600,150.437,4096
0.394,150116,1,4096,12641648640,0.453,4096
25.175,23,1,4096,12580925440,150.567,4096
25.455,118,1,4096,9644302336,150.579,4096
25.938,121,1,4096,10515058688,150.593,4096
26.210,20,1,4096,12675936256,150.701,4096
26.543,120,1,4096,10274684928,150.717,4096
27.045,114,1,4096,9809244160,150.724,4096
27.617,19,1,4096,12584386560,150.842,4096
0.705,150190,1,4096,8574853120,0.761,4096
27.341,116,1,4096,11998203904,150.839,4096
27.947,119,1,4096,9578901504,150.862,4096
83.304,115,1,4096,9644863488,150.961,4096
83.678,116,1,4096,10548752384,150.968,4096
84.909,114,1,4096,12017262592,150.984,4096
85.288,119,1,4096,9933119488,151.079,4096
85.653,122,1,4096,9606033408,151.086,4096
85.947,115,1,4096,10011832320,151.100,4096
88.752,20,1,4096,12746592256,151.217,4096
1.026,150194,1,4096,8574857216,1.084,4096
86.340,115,1,4096,8588619776,151.201,4096
88.472,121,1,4096,10342584320,151.210,4096
89.145,119,1,4096,12111560704,151.238,4096
89.409,115,1,4096,10574884864,151.285,4096
1.280,150097,1,4096,12739207168,1.337,4096
89.792,119,1,4096,9393496064,151.318,4096
90.154,119,1,4096,8512864256,151.333,4096
91.974,21,1,4096,12857503744,151.439,4096
90.561,115,1,4096,9398255616,151.359,4096
90.937,118,1,4096,9398259712,151.404,4096
92.828,115,1,4096,10668498944,151.441,4096
93.140,115,1,4096,11564478464,151.454,4096
93.457,115,1,4096,11757662208,151.463,4096
94.151,115,1,4096,10179833856,151.525,4096
93.788,173,1,4096,10231136256,151.476,4096
94.838,116,1,4096,12491694080,151.571,4096
95.183,120,1,4096,11919007744,151.580,4096
94.469,175,1,4096,12345389056,151.559,4096
95.750,115,1,4096,10002190336,151.643,4096
96.000,114,1,4096,12614082560,151.652,4096
96.396,115,1,4096,11772473344,151.689,4096
96.700,114,1,4096,12040372224,151.703,4096
99.462,22,1,4096,12766433280,151.806,4096
97.295,115,1,4096,9400995840,151.760,4096
99.068,118,1,4096,9400999936,151.768,4096
97.026,160,1,4096,8577241088,151.737,4096
99.849,115,1,4096,10014912512,151.820,4096
1.671,150205,1,4096,8428670976,1.730,4096
100.315,148,1,4096,11612872704,151.830,4096
100.584,115,1,4096,8502169600,151.877,4096
100.963,116,1,4096,9728008192,151.888,4096
101.323,114,1,4096,11692744704,151.900,4096
101.647,115,1,4096,12350648320,151.940,4096
101.974,115,1,4096,11772489728,151.950,4096
102.260,119,1,4096,10102919168,151.980,4096
102.553,119,1,4096,10453262336,151.994,4096
104.565,20,1,4096,12666937344,152.101,4096
102.832,119,1,4096,10171666432,152.006,4096
103.269,120,1,4096,11798200320,152.017,4096
106.408,19,1,4096,12845010944,152.140,4096
103.587,115,1,4096,11823603712,152.057,4096
104.263,119,1,4096,10426310656,152.070,4096
107.693,19,1,4096,12728549376,152.174,4096
108.312,20,1,4096,12684304384,152.195,4096
104.851,115,1,4096,11666284544,152.115,4096
105.297,115,1,4096,9594884096,152.123,4096
105.695,115,1,4096,12473434112,152.128,4096
107.231,119,1,4096,10588016640,152.161,4096
108.016,115,1,4096,12191150080,152.192,4096
2.052,150198,1,4096,11559739392,2.110,4096
148.704,115,1,4096,11805409280,152.234,4096
149.038,115,1,4096,12619669504,152.240,4096
149.533,120,1,4096,9733566464,152.246,4096
148.317,166,1,4096,11805405184,152.217,4096
2.368,150186,1,4096,11852152832,2.425,4096
2.679,150191,1,4096,11911208960,2.736,4096
2.961,150189,1,4096,10449952768,3.017,4096
3.349,150191,1,4096,10107273216,3.407,4096
3.607,150184,1,4096,9895055360,3.663,4096
4.025,150197,1,4096,10627301376,4.083,4096
4.327,150192,1,4096,9587236864,4.385,4096
4.631,150192,1,4096,10376626176,4.688,4096
4.928,150201,1,4096,9899540480,4.988,4096
155.215,117,1,4096,11734519808,155.269,4096
5.236,150198,1,4096,12389543936,5.294,4096
5.551,150173,1,4096,12254887936,5.606,4096
5.838,150172,1,4096,9854627840,5.893,4096
6.218,150203,1,4096,11691929600,6.278,4096
6.547,150171,1,4096,8450465792,6.601,4096
6.860,150175,1,4096,9708736512,6.915,4096
7.176,150174,1,4096,10278957056,7.231,4096
7.471,150171,1,4096,8542343168,7.526,4096
7.780,150174,1,4096,11809824768,7.835,4096
8.094,150174,1,4096,10384211968,8.149,4096
8.395,150172,1,4096,9679994880,8.449,4096
8.672,150191,1,4096,11942432768,8.731,4096
9.036,150177,1,4096,9788153856,9.093,4096
159.227,121,1,4096,8589283328,159.282,4096
9.341,150170,1,4096,10451988480,9.395,4096
159.599,116,1,4096,9632821248,159.655,4096
9.685,150170,1,4096,12376199168,9.739,4096
9.924,150076,1,4096,12814974976,9.978,4096
159.917,117,1,4096,12074885120,159.974,4096
160.236,116,1,4096,10632155136,160.292,4096
10.279,150172,1,4096,10526568448,10.335,4096
160.510,115,1,4096,8546238464,160.566,4096
10.530,150175,1,4096,10013679616,10.587,4096
10.916,150074,1,4096,12732088320,10.971,4096
160.911,115,1,4096,10029666304,160.967,4096
11.207,150171,1,4096,9688313856,11.262,4096
161.318,121,1,4096,11840921600,161.373,4096
11.557,150177,1,4096,12215107584,11.611,4096
161.713,118,1,4096,11840925696,161.768,4096
11.821,150170,1,4096,12219641856,11.875,4096
162.108,119,1,4096,11953881088,162.161,4096
12.136,150173,1,4096,10390716416,12.191,4096
162.482,20,1,4096,12811378688,162.537,4096
12.464,150169,1,4096,10516361216,12.518,4096
162.863,115,1,4096,10523230208,162.917,4096
12.881,150173,1,4096,9371869184,12.936,4096
163.200,121,1,4096,9466331136,163.255,4096
13.170,150175,1,4096,10071797760,13.225,4096
163.480,118,1,4096,11977424896,163.535,4096
13.476,150169,1,4096,9744539648,13.530,4096
163.947,120,1,4096,10408415232,164.002,4096
14.095,150171,1,4096,10192408576,14.149,4096
164.321,117,1,4096,10702241792,164.376,4096
14.442,150174,1,4096,9768275968,14.498,4096
164.640,114,1,4096,11978231808,164.694,4096
14.712,150170,1,4096,12019683328,14.767,4096
164.990,117,1,4096,8492437504,165.046,4096
15.024,150171,1,4096,10156642304,15.080,4096
165.271,115,1,4096,10180149248,165.325,4096
15.453,150171,1,4096,9431851008,15.508,4096
165.595,119,1,4096,11573215232,165.649,4096
165.993,115,1,4096,9847394304,166.048,4096
166.368,121,1,4096,12330442752,166.421,4096
166.697,116,1,4096,10270457856,166.752,4096
167.018,115,1,4096,12464017408,167.072,4096
167.289,117,1,4096,11750191104,167.344,4096
167.635,20,1,4096,12671168512,167.689,4096
17.973,150173,1,4096,12335681536,18.026,4096
168.402,19,1,4096,12799213568,168.458,4096
18.348,150172,1,4096,9846906880,18.404,4096
168.714,117,1,4096,11678953472,168.768,4096
18.675,150178,1,4096,9615904768,18.732,4096
18.961,150174,1,4096,10666852352,19.014,4096
